學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),外國學生人數男,外國學生人數女
107,私立,一般大學,1035,中國醫藥大學,9141017,醫學檢驗生物技術學系,學士班(日間),0,2
107,私立,一般大學,1035,中國醫藥大學,9141032,生物醫學影像暨放射科學學系,學士班(日間),0,1
107,私立,一般大學,1035,中國醫藥大學,9151010,物理治療學系,學士班(日間),4,1
107,私立,一般大學,1035,中國醫藥大學,9151010,物理治療學系復健科學碩士班,碩士班(日間),3,0
107,私立,一般大學,1035,中國醫藥大學,9159047,運動醫學系,學士班(日間),1,0
107,私立,一般大學,1035,中國醫藥大學,9161034,藥學系,學士班(日間),4,7
107,私立,一般大學,1035,中國醫藥大學,9161034,藥學系,博士班,3,3
107,私立,一般大學,1035,中國醫藥大學,9161042,藥用化妝品學系,學士班(日間),0,3
107,私立,一般大學,1035,中國醫藥大學,9171013,針灸研究所,碩士班(日間),1,0
107,私立,一般大學,1035,中國醫藥大學,9171013,針灸研究所,博士班,2,3
107,私立,一般大學,1035,中國醫藥大學,9171048,國際針灸碩士學位學程,碩士班(日間),1,2
107,私立,一般大學,1035,中國醫藥大學,9191026,公共衛生國際碩士學位學程,碩士班(日間),2,2
107,私立,一般大學,1035,中國醫藥大學,9191026,公共衛生學系,學士班(日間),1,0
107,私立,一般大學,1035,中國醫藥大學,9191026,公共衛生學系,碩士班(日間),1,0
107,私立,一般大學,1035,中國醫藥大學,9191026,公共衛生學系,博士班,2,2
107,私立,一般大學,1035,中國醫藥大學,9191056,公共衛生學院大一不分系,學士班(日間),1,0
107,私立,技專校院,1036,健行學校財團法人健行科技大學,2112002,數位多媒體設計系,學士班(日間),3,8
107,私立,技專校院,1036,健行學校財團法人健行科技大學,2311001,應用外語系,學士班(日間),3,0
107,私立,技專校院,1036,健行學校財團法人健行科技大學,4121009,財務金融系,學士班(日間),0,1
107,私立,技專校院,1036,健行學校財團法人健行科技大學,4121009,財務金融系,碩士班(日間),0,1
107,私立,技專校院,1036,健行學校財團法人健行科技大學,4131004,企業管理系,學士班(日間),0,2
107,私立,技專校院,1036,健行學校財團法人健行科技大學,4131004,企業管理系,碩士班(日間),1,4
107,私立,技專校院,1036,健行學校財團法人健行科技大學,4131006,國際企業經營系,碩士班(日間),4,5
107,私立,技專校院,1036,健行學校財團法人健行科技大學,4143010,行銷與流通管理系,學士班(日間),1,0
107,私立,技專校院,1036,健行學校財團法人健行科技大學,4143010,行銷與流通管理系_國際學生產學合作專班,學士班(日間),39,41
107,私立,技專校院,1036,健行學校財團法人健行科技大學,4199012,物業經營與管理系,學士班(日間),0,2
107,私立,技專校院,1036,健行學校財團法人健行科技大學,7112023,材料製造科技學位學程_國際學生產學合作專班,學士班(日間),34,6
107,私立,技專校院,1036,健行學校財團法人健行科技大學,7141016,電機工程系_國際學生產學合作專班,學士班(日間),37,3
107,私立,技專校院,1036,健行學校財團法人健行科技大學,7141017,電子工程系_國際學生產學合作專班,學士班(日間),100,17
107,私立,技專校院,1036,健行學校財團法人健行科技大學,7141018,資訊工程系,學士班(日間),3,0
107,私立,技專校院,1036,健行學校財團法人健行科技大學,7141018,資訊工程系_國際學生產學合作專班,學士班(日間),76,34
107,私立,技專校院,1036,健行學校財團法人健行科技大學,7151020,機械工程系_國際學生產學合作專班,學士班(日間),81,6
107,私立,技專校院,1036,健行學校財團法人健行科技大學,7191011,工業管理系,碩士班(日間),1,0
107,私立,技專校院,1036,健行學校財團法人健行科技大學,7191011,工業管理系_國際學生產學合作專班,學士班(日間),23,17
107,私立,技專校院,1036,健行學校財團法人健行科技大學,7321021,土木工程系,學士班(日間),1,1
107,私立,技專校院,1036,健行學校財團法人健行科技大學,10131025,餐旅管理系,學士班(日間),4,5
107,私立,技專校院,1036,健行學校財團法人健行科技大學,10131025,餐旅管理系_國際學生產學合作專班,學士班(日間),23,17
107,私立,技專校院,1036,健行學校財團法人健行科技大學,10151006,國際企業經營系,學士班(日間),6,5
107,私立,技專校院,1036,健行學校財團法人健行科技大學,10151006,國際企業經營系_國際學生產學合作專班,學士班(日間),22,18
107,私立,技專校院,1037,正修學校財團法人正修科技大學,2122002,時尚生活創意設計系,學士班(日間),1,0
107,私立,技專校院,1037,正修學校財團法人正修科技大學,2311001,應用外語系,學士班(日間),0,4
107,私立,技專校院,1037,正修學校財團法人正修科技大學,4131005,企業管理系_外國學生專班,學士班(日間),22,19
107,私立,技專校院,1037,正修學校財團法人正修科技大學,4131005,企業管理系經營管理碩士班,碩士班(日間),3,7
107,私立,技專校院,1037,正修學校財團法人正修科技大學,4131006,國際企業系,學士班(日間),4,5
107,私立,技專校院,1037,正修學校財團法人正修科技大學,6131010,資訊管理系,學士班(日間),1,1
107,私立,技專校院,1037,正修學校財團法人正修科技大學,7141012,電子工程系,碩士班(日間),1,0
107,私立,技專校院,1037,正修學校財團法人正修科技大學,7141012,電子工程系_電子產業國際學生產學合作專班,學士班(日間),15,25
107,私立,技專校院,1037,正修學校財團法人正修科技大學,7141013,資訊工程系,學士班(日間),1,0
107,私立,技專校院,1037,正修學校財團法人正修科技大學,7151015,機械工程系,學士班(日間),1,0
107,私立,技專校院,1037,正修學校財團法人正修科技大學,7151015,機械工程系_精密製造國際學生產學合作專班,學士班(日間),23,3
107,私立,技專校院,1037,正修學校財團法人正修科技大學,7191018,工業工程與管理系_經營管理組外國學生專班,學士班(日間),43,6
107,私立,技專校院,1037,正修學校財團法人正修科技大學,7311004,建築與室內設計系,學士班(日間),1,0
107,私立,技專校院,1037,正修學校財團法人正修科技大學,7321016,土木與空間資訊系營建工程碩士班,碩士班(日間),0,1
107,私立,技專校院,1037,正修學校財團法人正修科技大學,10131022,餐飲管理系,學士班(日間),4,3
107,私立,技專校院,1037,正修學校財團法人正修科技大學,10151023,觀光遊憩系,學士班(日間),1,0
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,2123002,商業設計系,學士班(日間),17,16
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,4131004,企業管理系,學士班(日間),6,4
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,4131005,經營管理研究所,碩士班(日間),7,5
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,4132010,行銷與流通管理系,學士班(日間),0,1
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,6131015,資訊管理系,學士班(日間),1,0
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,6132016,數位多媒體系,學士班(日間),7,0
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,7121034,環境工程系,學士班(日間),2,0
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,7141019,資訊工程系,學士班(日間),6,1
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,7162022,航空光機電系,學士班(日間),3,1
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,7191011,工業管理系,學士班(日間),1,0
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,7321024,營建科技系,學士班(日間),8,5
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,7321024,營建科技系,碩士班(日間),2,1
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,10121041,化妝品應用與管理系,學士班(日間),0,11
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,10121042,美髮造型設計系,學士班(日間),0,2
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,10121044,時尚造型設計系,學士班(日間),1,1
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,10131036,旅館管理系,學士班(日間),16,14
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,10131036,旅館管理系_國際學生產學合作專班,學士班(日間),14,22
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,10131037,餐飲管理系,學士班(日間),42,24
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,10151038,觀光與休閒事業管理系,學士班(日間),27,34
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,10151038,觀光與休閒事業管理系_國際學生產學合作專班,學士班(日間),18,15
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,10413043,航空暨運輸服務管理系,學士班(日間),5,3
107,私立,一般大學,1039,玄奘大學,2112013,視覺傳達設計學系,學士班(日間),7,4
107,私立,一般大學,1039,玄奘大學,2125012,時尚設計學系,學士班(日間),0,5
107,私立,一般大學,1039,玄奘大學,2152004,影劇藝術學系,學士班(日間),1,6
107,私立,一般大學,1039,玄奘大學,2199005,藝術與創意設計學系,學士班(日間),2,6
107,私立,一般大學,1039,玄奘大學,2211010,宗教與文化學系,學士班(日間),4,1
107,私立,一般大學,1039,玄奘大學,2211010,宗教與文化學系,碩士班(日間),0,1
107,私立,一般大學,1039,玄奘大學,2311008,應用外語學系,學士班(日間),0,1
107,私立,一般大學,1039,玄奘大學,3131016,應用心理學系,學士班(日間),6,10
107,私立,一般大學,1039,玄奘大學,3131016,應用心理學系,碩士班(日間),2,1
107,私立,一般大學,1039,玄奘大學,3211018,大眾傳播學系,學士班(日間),7,22
107,私立,一般大學,1039,玄奘大學,3211023,傳播學院碩士班,碩士班(日間),0,2
107,私立,一般大學,1039,玄奘大學,3212021,廣播與電視新聞學系,學士班(日間),0,7
107,私立,一般大學,1039,玄奘大學,4131024,企業管理學系,學士班(日間),4,1
107,私立,一般大學,1039,玄奘大學,4131024,企業管理學系,碩士班(日間),0,2
107,私立,一般大學,1039,玄奘大學,10131040,餐旅管理學系,學士班(日間),14,10
107,私立,技專校院,1040,建國科技大學,2112004,數位媒體設計系,學士班(日間),3,0
107,私立,技專校院,1040,建國科技大學,2112004,數位媒體設計系媒體與遊戲設計碩士班,碩士班(日間),0,2
107,私立,技專校院,1040,建國科技大學,2112005,商業設計系,學士班(日間),2,3
107,私立,技專校院,1040,建國科技大學,2122003,創意產品與遊戲設計系,學士班(日間),2,1
107,私立,技專校院,1040,建國科技大學,2124007,空間設計系,學士班(日間),7,7
107,私立,技專校院,1040,建國科技大學,2311001,應用外語系,學士班(日間),4,2
107,私立,技專校院,1040,建國科技大學,4131009,國際企業管理系,學士班(日間),7,9
107,私立,技專校院,1040,建國科技大學,4143010,行銷與服務管理系,學士班(日間),4,3
107,私立,技專校院,1040,建國科技大學,4199011,服務與科技管理研究所,碩士班(日間),1,7
107,私立,技專校院,1040,建國科技大學,6131012,資訊管理系,學士班(日間),23,5
107,私立,技專校院,1040,建國科技大學,6199017,資訊與網路通訊系,學士班(日間),7,3
107,私立,技專校院,1040,建國科技大學,7141013,電機工程系,學士班(日間),26,9
107,私立,技專校院,1040,建國科技大學,7141013,電機工程系_智慧機電整合控制產業碩士專班,碩士班(日間),1,0
107,私立,技專校院,1040,建國科技大學,7141014,電子工程系,學士班(日間),69,4
107,私立,技專校院,1040,建國科技大學,7141014,電子工程系_國際學生產學合作專班,學士班(日間),31,6
107,私立,技專校院,1040,建國科技大學,7141015,自動化工程系,學士班(日間),5,1
107,私立,技專校院,1040,建國科技大學,7141015,自動化工程系_國際學生產學合作專班,學士班(日間),20,7
107,私立,技專校院,1040,建國科技大學,7151018,機械工程系,學士班(日間),3,0
107,私立,技專校院,1040,建國科技大學,7151018,機械工程系_國際學生產學合作專班,學士班(日間),33,4
107,私立,技專校院,1040,建國科技大學,7191024,工業與服務管理系,學士班(日間),0,3
107,私立,技專校院,1040,建國科技大學,7321021,土木工程系,學士班(日間),1,0
107,私立,技專校院,1040,建國科技大學,7321022,土木與防災研究所,碩士班(日間),1,0
107,私立,技專校院,1040,建國科技大學,10121027,美容系,學士班(日間),0,13
107,私立,技專校院,1040,建國科技大學,10151025,觀光系,學士班(日間),5,11
107,私立,技專校院,1040,建國科技大學,10152026,運動健康與休閒系,學士班(日間),4,1
107,私立,技專校院,1041,明志科技大學,2112003,視覺傳達設計系,碩士班(日間),1,1
107,私立,技專校院,1041,明志科技大學,2123004,工業設計系,碩士班(日間),0,2
107,私立,技專校院,1041,明志科技大學,4131005,經營管理系,學士班(日間),0,1
107,私立,技專校院,1041,明志科技大學,4131005,經營管理系,碩士班(日間),4,6
107,私立,技專校院,1041,明志科技大學,7111018,化學工程系,碩士班(日間),2,2
107,私立,技專校院,1041,明志科技大學,7112022,材料工程系,碩士班(日間),7,3
107,私立,技專校院,1041,明志科技大學,7121025,環境與安全衛生工程系環境工程碩士班,碩士班(日間),0,7
107,私立,技專校院,1041,明志科技大學,7132021,能源電池科技博士學位學程,博士班,9,2
107,私立,技專校院,1041,明志科技大學,7141010,電機工程系,碩士班(日間),2,0
107,私立,技專校院,1041,明志科技大學,7141011,電子工程系,碩士班(日間),6,3
107,私立,技專校院,1041,明志科技大學,7151014,機械工程系,學士班(日間),0,1
107,私立,技專校院,1041,明志科技大學,7151014,機械工程系機械與機電工程碩士班,碩士班(日間),5,1
107,私立,技專校院,1041,明志科技大學,7191024,工業工程與管理系,碩士班(日間),0,2
107,私立,技專校院,1042,高苑科技大學,2311001,應用外語系,學士班(日間),31,14
107,私立,技專校院,1042,高苑科技大學,4131006,企業管理系,學士班(日間),15,4
107,私立,技專校院,1042,高苑科技大學,4143011,行銷與流通管理系,學士班(日間),9,3
107,私立,技專校院,1042,高苑科技大學,4143011,行銷與流通管理系_國際行銷國際學生產學合作專班,學士班(日間),16,15
107,私立,技專校院,1042,高苑科技大學,6131014,資訊管理系,學士班(日間),1,0
107,私立,技專校院,1042,高苑科技大學,6131014,資訊管理系_國際學生產學合作專班,學士班(日間),14,16
107,私立,技專校院,1042,高苑科技大學,6134015,資訊科技應用系_國際學生產學合作專班,學士班(日間),66,0
107,私立,技專校院,1042,高苑科技大學,7132031,綠色能源應用系_國際學生產學合作專班,學士班(日間),28,11
107,私立,技專校院,1042,高苑科技大學,7141018,電機工程系_國際學生產學合作專班,學士班(日間),24,15
107,私立,技專校院,1042,高苑科技大學,7141019,電子工程系,碩士班(日間),1,0
107,私立,技專校院,1042,高苑科技大學,7151022,機械與自動化工程系,學士班(日間),32,1
107,私立,技專校院,1042,高苑科技大學,7151022,機械與自動化工程系_國際學生產學合作專班,學士班(日間),38,17
107,私立,技專校院,1042,高苑科技大學,7311033,建築系,學士班(日間),19,5
107,私立,技專校院,1042,高苑科技大學,7321024,土木工程系,學士班(日間),3,0
107,私立,技專校院,1042,高苑科技大學,10121005,香妝與養生保健學位學程,學士班(日間),4,2
107,私立,技專校院,1042,高苑科技大學,10151037,觀光事業管理系,學士班(日間),25,12
107,私立,技專校院,1042,高苑科技大學,10152039,休閒運動管理系,學士班(日間),3,2
107,私立,技專校院,1042,高苑科技大學,10152043,商業暨管理學院_觀光休閒國際學生產學合作專班,學士班(日間),18,7
107,私立,技專校院,1043,大仁科技大學,2112003,數位多媒體設計系,學士班(日間),1,1
107,私立,技專校院,1043,大仁科技大學,2311001,應用外語系,學士班(日間),1,0
107,私立,技專校院,1043,大仁科技大學,4132005,行銷與流通管理系,學士班(日間),2,0
107,私立,技專校院,1043,大仁科技大學,5121007,生物科技系,學士班(日間),0,1
107,私立,技專校院,1043,大仁科技大學,7211012,食品科技系,學士班(日間),1,1
107,私立,技專校院,1043,大仁科技大學,8199043,寵物照護暨美容學士學位學程,學士班(日間),1,4
107,私立,技專校院,1043,大仁科技大學,9131016,護理系,學士班(日間),0,1
107,私立,技專校院,1043,大仁科技大學,9161015,藥學系,學士班(日間),1,0
107,私立,技專校院,1043,大仁科技大學,10131021,餐旅管理系,學士班(日間),2,3
107,私立,技專校院,1044,聖約翰科技大學,2112004,多媒體設計系,學士班(日間),4,5
107,私立,技專校院,1044,聖約翰科技大學,2122002,創意設計系,學士班(日間),3,4
107,私立,技專校院,1044,聖約翰科技大學,2122003,數位文藝系,學士班(日間),7,5
107,私立,技專校院,1044,聖約翰科技大學,2311001,應用英語系,學士班(日間),0,2
107,私立,技專校院,1044,聖約翰科技大學,4131005,企業管理系,學士班(日間),11,6
107,私立,技專校院,1044,聖約翰科技大學,4131005,企業管理系,碩士班(日間),2,2
107,私立,技專校院,1044,聖約翰科技大學,4131005,企業管理系_工商管理新南向產學合作專班,學士班(日間),15,16
107,私立,技專校院,1044,聖約翰科技大學,4132008,行銷與流通管理系,學士班(日間),5,1
107,私立,技專校院,1044,聖約翰科技大學,4199009,時尚經營管理系,學士班(日間),6,5
107,私立,技專校院,1044,聖約翰科技大學,6131010,資訊管理系,學士班(日間),4,2
107,私立,技專校院,1044,聖約翰科技大學,6131014,資訊工程系,學士班(日間),14,2
107,私立,技專校院,1044,聖約翰科技大學,6131014,資訊工程系,碩士班(日間),3,1
107,私立,技專校院,1044,聖約翰科技大學,7141012,電機工程系,學士班(日間),3,0
107,私立,技專校院,1044,聖約翰科技大學,7141012,電機工程系_太陽光電發電系統工程新南向產學合作專班,學士班(日間),2,14
107,私立,技專校院,1044,聖約翰科技大學,7141013,電子工程系,學士班(日間),2,0
107,私立,技專校院,1044,聖約翰科技大學,7151016,機械與電腦輔助工程系,學士班(日間),3,0
107,私立,技專校院,1044,聖約翰科技大學,7151016,機械與電腦輔助工程系_機電整合與自動化製造技術國際學生產學合作專班,學士班(日間),71,27
107,私立,技專校院,1044,聖約翰科技大學,7191018,工業工程與管理系,學士班(日間),5,1
107,私立,技專校院,1044,聖約翰科技大學,10151020,觀光與休閒管理系,學士班(日間),5,7
107,私立,技專校院,1044,聖約翰科技大學,10152021,休閒運動與健康管理系,學士班(日間),1,2
107,私立,技專校院,1045,嶺東科技大學,2112003,視覺傳達設計系,學士班(日間),5,3
107,私立,技專校院,1045,嶺東科技大學,2112005,數位媒體設計系,學士班(日間),7,1
107,私立,技專校院,1045,嶺東科技大學,2112005,數位媒體設計系,碩士班(日間),0,1
107,私立,技專校院,1045,嶺東科技大學,2122002,流行設計系,學士班(日間),0,10
107,私立,技專校院,1045,嶺東科技大學,2122002,流行設計系,碩士班(日間),0,1
107,私立,技專校院,1045,嶺東科技大學,4143024,行銷與流通管理系,學士班(日間),1,0
107,私立,技專校院,1045,嶺東科技大學,10151036,觀光與休閒管理系,學士班(日間),1,0
107,私立,技專校院,1046,中國科技大學,2112003,視覺傳達設計系,學士班(日間),0,3
107,私立,技專校院,1046,中國科技大學,2112004,數位多媒體設計系,學士班(日間),4,4
107,私立,技專校院,1046,中國科技大學,2124005,室內設計系,學士班(日間),4,8
107,私立,技專校院,1046,中國科技大學,2199006,影視設計系,學士班(日間),3,3
107,私立,技專校院,1046,中國科技大學,4131010,企業管理系,學士班(日間),2,2
107,私立,技專校院,1046,中國科技大學,4131010,企業管理系,碩士班(日間),1,1
107,私立,技專校院,1046,中國科技大學,4131010,企業管理系_國際學生產學合作專班,學士班(日間),0,36
107,私立,技專校院,1046,中國科技大學,4132017,行銷與流通管理系,學士班(日間),0,4
107,私立,技專校院,1046,中國科技大學,6131019,資訊管理系,學士班(日間),1,0
107,私立,技專校院,1046,中國科技大學,6131021,資訊工程系,學士班(日間),1,1
107,私立,技專校院,1046,中國科技大學,10151028,觀光與休閒事業管理系,學士班(日間),3,6
107,私立,技專校院,1047,中臺科技大學,9111033,牙體技術暨材料系,學士班(日間),14,13
107,私立,技專校院,1047,中臺科技大學,9111033,牙體技術暨材料系,碩士班(日間),0,1
107,私立,技專校院,1047,中臺科技大學,9211034,老人照顧系,二專(日間),13,14
107,私立,一般大學,1048,亞洲大學,1121001,幼兒教育學系,學士班(日間),0,3
107,私立,一般大學,1048,亞洲大學,2112006,視覺傳達設計學系,學士班(日間),1,3
107,私立,一般大學,1048,亞洲大學,2112007,數位媒體設計學系,學士班(日間),4,3
107,私立,一般大學,1048,亞洲大學,2112007,數位媒體設計學系,碩士班(日間),1,0
107,私立,一般大學,1048,亞洲大學,2122004,時尚設計學系,學士班(日間),3,1
107,私立,一般大學,1048,亞洲大學,2123011,創意商品設計學系,學士班(日間),1,1
107,私立,一般大學,1048,亞洲大學,2311002,外國語文學系,學士班(日間),1,8
107,私立,一般大學,1048,亞洲大學,2311002,外國語文學系,碩士班(日間),1,4
107,私立,一般大學,1048,亞洲大學,3131013,心理學系,學士班(日間),1,1
107,私立,一般大學,1048,亞洲大學,3131013,心理學系,碩士班(日間),0,5
107,私立,一般大學,1048,亞洲大學,3213014,資訊傳播學系,學士班(日間),1,0
107,私立,一般大學,1048,亞洲大學,3213014,資訊傳播學系,碩士班(日間),2,0
107,私立,一般大學,1048,亞洲大學,4111015,會計與資訊學系,學士班(日間),4,19
107,私立,一般大學,1048,亞洲大學,4121019,財務金融學系,學士班(日間),7,21
107,私立,一般大學,1048,亞洲大學,4121020,國際財務金融管理學士學位學程,學士班(日間),22,28
107,私立,一般大學,1048,亞洲大學,4131017,經營管理學系,學士班(日間),4,8
107,私立,一般大學,1048,亞洲大學,4131017,經營管理學系,碩士班(日間),4,15
107,私立,一般大學,1048,亞洲大學,4131017,經營管理學系,博士班,13,11
107,私立,一般大學,1048,亞洲大學,4212027,財經法律學系,碩士班(日間),3,1
107,私立,一般大學,1048,亞洲大學,5121028,生物科技學系,碩士班(日間),3,2
107,私立,一般大學,1048,亞洲大學,6134037,資訊工程學系,學士班(日間),1,0
107,私立,一般大學,1048,亞洲大學,6134037,資訊工程學系,碩士班(日間),5,5
107,私立,一般大學,1048,亞洲大學,6134037,資訊工程學系,博士班,8,2
107,私立,一般大學,1048,亞洲大學,7193029,生物資訊與醫學工程學系,碩士班(日間),2,0
107,私立,一般大學,1048,亞洲大學,7193029,生物資訊與醫學工程學系,博士班,4,0
107,私立,一般大學,1048,亞洲大學,9131046,護理學系,學士班(日間),0,1
107,私立,一般大學,1048,亞洲大學,9141047,視光學系,學士班(日間),0,1
107,私立,一般大學,1048,亞洲大學,9153051,聽力暨語言治療學系,學士班(日間),0,1
107,私立,一般大學,1048,亞洲大學,9191021,健康產業管理學系,碩士班(日間),1,5
107,私立,一般大學,1048,亞洲大學,9191021,健康產業管理學系,博士班,3,3
107,私立,一般大學,1048,亞洲大學,9231048,社會工作學系,碩士班(日間),0,1
107,私立,一般大學,1048,亞洲大學,10151049,休閒與遊憩管理學系,學士班(日間),1,7
107,私立,一般大學,1048,亞洲大學,10151049,休閒與遊憩管理學系,碩士班(日間),0,2
107,私立,一般大學,1049,開南大學,2125060,形象管理學士學位學程,學士班(日間),0,3
107,私立,一般大學,1049,開南大學,2311006,應用英語學系,學士班(日間),9,4
107,私立,一般大學,1049,開南大學,2311006,應用英語學系,碩士班(日間),1,1
107,私立,一般大學,1049,開南大學,2311008,應用日語學系,學士班(日間),2,2
107,私立,一般大學,1049,開南大學,2323004,應用華語學系,學士班(日間),125,272
107,私立,一般大學,1049,開南大學,2323004,應用華語學系,碩士班(日間),3,4
107,私立,一般大學,1049,開南大學,3213003,資訊傳播學系,學士班(日間),1,1
107,私立,一般大學,1049,開南大學,4111014,會計學系,學士班(日間),1,0
107,私立,一般大學,1049,開南大學,4121021,財務金融學系,學士班(日間),5,2
107,私立,一般大學,1049,開南大學,4131016,國際企業學系,學士班(日間),11,10
107,私立,一般大學,1049,開南大學,4131016,國際企業學系,碩士班(日間),3,4
107,私立,一般大學,1049,開南大學,4131017,企業與創業管理學系,學士班(日間),2,0
107,私立,一般大學,1049,開南大學,4131031,商學院國際榮譽學士學位學程,學士班(日間),70,40
107,私立,一般大學,1049,開南大學,4131031,商學院碩士班,碩士班(日間),1,0
107,私立,一般大學,1049,開南大學,5191037,保健營養學系,學士班(日間),0,2
107,私立,一般大學,1049,開南大學,9191026,健康產業管理學系,學士班(日間),0,1
107,私立,一般大學,1049,開南大學,10131039,觀光與餐飲旅館學系,學士班(日間),1,5
107,私立,一般大學,1049,開南大學,10152043,休閒事業管理學系,學士班(日間),0,2
107,私立,一般大學,1049,開南大學,10411059,交通運輸學系,學士班(日間),7,13
107,私立,一般大學,1049,開南大學,10412050,物流與航運管理學系,學士班(日間),5,6
107,私立,一般大學,1049,開南大學,10413046,空運管理學系,學士班(日間),3,7
107,私立,一般大學,1049,開南大學,10499041,觀光運輸學院碩士班,碩士班(日間),2,2
107,私立,一般大學,1050,佛光大學,2123018,產品與媒體設計學系,學士班(日間),1,0
107,私立,一般大學,1050,佛光大學,2211010,佛教學系,學士班(日間),11,22
107,私立,一般大學,1050,佛光大學,2211010,佛教學系,碩士班(日間),9,10
107,私立,一般大學,1050,佛光大學,2211010,佛教學系,博士班,0,4
107,私立,一般大學,1050,佛光大學,2299015,文化資產與創意學系,碩士班(日間),1,0
107,私立,一般大學,1050,佛光大學,2311007,外國語文學系,學士班(日間),0,1
107,私立,一般大學,1050,佛光大學,2322006,中國文學與應用學系,博士班,0,1
107,私立,一般大學,1050,佛光大學,3131024,心理學系,學士班(日間),0,2
107,私立,一般大學,1050,佛光大學,3211028,傳播學系,學士班(日間),1,3
107,私立,一般大學,1050,佛光大學,6134032,資訊應用學系,學士班(日間),1,1
107,私立,一般大學,1050,佛光大學,10131034,健康與創意素食產業學系,學士班(日間),1,9
107,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,2112012,視覺傳達設計系,學士班(日間),0,1
107,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,2112013,多媒體動畫系,學士班(日間),2,0
107,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,2122010,時尚設計系,學士班(日間),2,1
107,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,2131001,美術系,五專,1,0
107,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,2151004,流行音樂學士學位學程,學士班(日間),0,2
107,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,2152005,舞蹈系,學士班(日間),0,4
107,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,2311009,應用英語系,學士班(日間),1,0
107,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,9221029,幼兒保育系,學士班(日間),0,1
107,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,10121044,美容造型設計系,學士班(日間),0,3
107,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,10131030,旅館管理系,學士班(日間),0,1
107,私立,技專校院,1052,遠東科技大學,2112038,數位媒體設計系,學士班(日間),4,1
107,私立,技專校院,1052,遠東科技大學,2122004,多媒體與遊戲發展管理系,學士班(日間),0,1
107,私立,技專校院,1052,遠東科技大學,4131007,企業管理系,學士班(日間),1,0
107,私立,技專校院,1052,遠東科技大學,6121020,資訊工程系_國際學生產學合作專班,學士班(日間),20,0
107,私立,技專校院,1052,遠東科技大學,7151022,機械工程系,學士班(日間),4,0
107,私立,技專校院,1052,遠東科技大學,7151022,機械工程系_材料製程產業國際學生產學合作專班,學士班(日間),23,8
107,私立,技專校院,1052,遠東科技大學,7151022,機械工程系_傳統加工產業國際學生產學合作專班,學士班(日間),19,13
107,私立,技專校院,1052,遠東科技大學,7151023,自動化控制系,學士班(日間),1,0
107,私立,技專校院,1052,遠東科技大學,10121034,化妝品應用與管理系,學士班(日間),1,0
107,私立,技專校院,1052,遠東科技大學,10131002,觀光英語系,學士班(日間),4,4
107,私立,技專校院,1052,遠東科技大學,10131031,餐飲管理系,學士班(日間),2,3
107,私立,技專校院,1052,遠東科技大學,10151032,旅遊事業管理系,學士班(日間),0,3
107,私立,技專校院,1052,遠東科技大學,10152033,休閒運動管理系,學士班(日間),4,1
107,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,2311041,應用外語系,學士班(日間),1,0
107,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,4131003,企業管理系,學士班(日間),0,2
107,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,4131003,企業管理系,碩士班(日間),1,0
107,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,6134013,行動科技應用系_國際學生產學合作專班,學士班(日間),35,0
107,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,7193016,生物醫學工程系_國際學生產學合作專班,學士班(日間),21,17
107,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,7211019,食品科學系,碩士班(日間),0,1
