學校代碼,學校名稱,日間∕進修別,教師學歷,教授男,教授女,副教授男,副教授女,助理教授男,助理教授女,講師男,講師女,專業技術人員及教師男,專業技術人員及教師女,專案教學人員男*,專案教學人員女*,教官、護理教師及護理實習臨床指導男,教官、護理教師及護理實習臨床指導女,助教男,助教女,縣市名稱
0001,國立政治大學,日,博士,194,106,126,91,74,47,0,0,0,0,10,4,0,0,0,0,30 臺北市
0001,國立政治大學,日,碩士,3,1,5,2,0,0,3,6,4,4,6,10,0,3,0,5,30 臺北市
0001,國立政治大學,日,學士,0,0,1,0,0,0,1,1,0,0,0,0,0,2,2,16,30 臺北市
0001,國立政治大學,修,博士,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市
0002,國立清華大學,日,博士,299,52,114,64,49,25,0,0,0,0,15,5,0,0,0,0,18 新竹市
0002,國立清華大學,日,碩士,1,0,0,0,4,0,2,2,1,0,0,7,3,2,0,0,18 新竹市
0002,國立清華大學,日,學士,1,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,18 新竹市
0002,國立清華大學,修,博士,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 新竹市
0003,國立臺灣大學,日,博士,859,248,299,147,190,134,6,2,2,0,19,10,0,1,0,0,30 臺北市
0003,國立臺灣大學,日,碩士,8,5,9,5,4,8,6,8,0,2,2,6,1,1,3,6,30 臺北市
0003,國立臺灣大學,日,學士,22,7,12,3,6,2,5,1,0,0,1,0,0,0,0,6,30 臺北市
0004,國立臺灣師範大學,日,博士,246,137,115,119,49,44,3,1,0,0,10,11,0,0,0,0,30 臺北市
0004,國立臺灣師範大學,日,碩士,15,4,3,6,1,0,4,8,2,1,7,6,0,0,1,6,30 臺北市
0004,國立臺灣師範大學,日,學士,0,0,0,0,0,0,0,0,2,0,3,0,0,1,1,6,30 臺北市
0004,國立臺灣師範大學,日,其他,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30 臺北市
0004,國立臺灣師範大學,修,博士,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30 臺北市
0005,國立成功大學,日,博士,482,99,241,98,152,77,4,2,0,0,15,6,0,0,0,1,21 臺南市
0005,國立成功大學,日,碩士,14,1,12,2,6,2,4,0,0,0,5,11,7,3,5,4,21 臺南市
0005,國立成功大學,日,學士,36,5,20,4,11,1,2,1,0,0,0,0,2,0,4,3,21 臺南市
0006,國立中興大學,日,博士,327,61,146,46,92,35,2,1,0,0,2,1,0,0,0,0,19 臺中市
0006,國立中興大學,日,碩士,1,0,4,1,3,1,10,7,0,0,0,0,3,4,4,7,19 臺中市
0006,國立中興大學,日,學士,2,0,1,0,0,0,0,3,0,0,0,0,2,1,0,4,19 臺中市
0007,國立交通大學,日,博士,334,49,136,40,84,32,0,0,0,0,14,2,1,0,0,0,18 新竹市
0007,國立交通大學,日,碩士,5,0,3,0,4,3,3,4,2,0,1,5,2,2,0,0,18 新竹市
0007,國立交通大學,日,學士,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,18 新竹市
0008,國立中央大學,日,博士,268,50,139,38,65,19,0,1,1,0,22,6,0,0,0,0,03 桃園市
0008,國立中央大學,日,碩士,1,0,1,0,4,0,5,7,0,0,4,7,3,1,0,2,03 桃園市
0008,國立中央大學,日,學士,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,7,03 桃園市
0009,國立中山大學,日,博士,200,45,88,28,79,35,0,0,0,0,11,10,0,0,0,0,50 高雄市
0009,國立中山大學,日,碩士,0,1,1,0,2,0,4,1,0,0,0,0,1,1,0,1,50 高雄市
0009,國立中山大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,50 高雄市
0012,國立臺灣海洋大學,日,博士,155,17,92,20,76,17,0,0,0,0,5,0,0,0,0,0,17 基隆市
0012,國立臺灣海洋大學,日,碩士,0,0,0,0,2,0,3,1,0,0,7,1,1,1,4,3,17 基隆市
0012,國立臺灣海洋大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,17 基隆市
0012,國立臺灣海洋大學,日,其他,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 基隆市
0012,國立臺灣海洋大學,修,博士,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 基隆市
0013,國立中正大學,日,博士,193,61,134,56,38,19,0,0,0,0,9,5,0,0,0,0,10 嘉義縣
0013,國立中正大學,日,碩士,0,0,1,1,1,1,1,0,4,0,2,7,1,1,0,0,10 嘉義縣
0013,國立中正大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10 嘉義縣
0014,國立高雄師範大學,日,博士,84,34,71,40,24,26,0,0,0,0,0,0,0,0,0,2,50 高雄市
0014,國立高雄師範大學,日,碩士,1,2,0,1,1,0,0,1,0,0,0,0,0,0,2,2,50 高雄市
0014,國立高雄師範大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50 高雄市
0015,國立彰化師範大學,日,博士,127,46,75,42,27,18,0,1,0,0,6,5,0,0,0,0,07 彰化縣
0015,國立彰化師範大學,日,碩士,3,0,1,1,6,1,3,4,0,0,2,0,0,1,0,0,07 彰化縣
0015,國立彰化師範大學,日,學士,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,07 彰化縣
0015,國立彰化師範大學,修,博士,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,07 彰化縣
0016,國立陽明大學,日,博士,111,62,65,43,28,25,1,1,0,0,4,3,0,0,0,0,30 臺北市
0016,國立陽明大學,日,碩士,3,1,3,3,0,2,3,0,0,0,0,0,1,1,1,1,30 臺北市
0016,國立陽明大學,日,學士,16,2,5,3,3,1,0,0,0,0,5,0,2,1,1,3,30 臺北市
0017,國立臺北大學,日,博士,87,32,63,45,59,44,0,0,0,0,6,1,0,0,1,0,01 新北市
0017,國立臺北大學,日,碩士,1,0,2,2,0,0,5,7,0,0,1,0,1,1,1,5,01 新北市
0017,國立臺北大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,01 新北市
0018,國立嘉義大學,日,博士,135,45,107,51,65,33,3,1,0,0,16,7,0,0,0,0,20 嘉義市
0018,國立嘉義大學,日,碩士,5,0,8,3,4,1,5,10,0,0,4,2,1,1,0,2,20 嘉義市
0018,國立嘉義大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3,20 嘉義市
0018,國立嘉義大學,修,碩士,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20 嘉義市
0019,國立高雄大學,日,博士,78,13,52,26,38,9,0,0,0,0,2,2,0,0,0,0,50 高雄市
0019,國立高雄大學,日,碩士,1,1,2,1,1,1,1,0,0,0,2,2,0,1,0,0,50 高雄市
0019,國立高雄大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50 高雄市
0019,國立高雄大學,日,專科,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50 高雄市
0019,國立高雄大學,修,博士,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50 高雄市
0020,國立東華大學,日,博士,127,47,120,83,39,30,0,1,0,0,2,5,0,0,0,0,15 花蓮縣
0020,國立東華大學,日,碩士,2,2,1,3,2,0,1,0,0,0,15,9,0,1,0,0,15 花蓮縣
0020,國立東華大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15 花蓮縣
0020,國立東華大學,日,專科,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15 花蓮縣
0021,國立暨南國際大學,日,博士,77,22,63,44,17,15,0,0,0,0,8,4,0,0,0,0,08 南投縣
0021,國立暨南國際大學,日,碩士,0,0,1,0,0,1,1,0,0,0,5,5,0,0,0,0,08 南投縣
0021,國立暨南國際大學,修,博士,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,08 南投縣
0022,國立臺灣科技大學,日,博士,174,23,98,32,58,14,1,0,2,1,0,0,0,0,0,0,30 臺北市
0022,國立臺灣科技大學,日,碩士,0,0,4,0,1,1,11,4,3,1,0,0,3,0,0,0,30 臺北市
0022,國立臺灣科技大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30 臺北市
0022,國立臺灣科技大學,修,博士,20,0,0,0,1,1,0,0,2,1,0,0,0,0,0,1,30 臺北市
0022,國立臺灣科技大學,修,碩士,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,30 臺北市
0023,國立雲林科技大學,日,博士,116,14,104,21,35,16,1,0,0,0,0,0,0,0,0,0,09 雲林縣
0023,國立雲林科技大學,日,碩士,2,0,7,2,9,3,11,5,5,1,0,0,1,3,0,0,09 雲林縣
0023,國立雲林科技大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,09 雲林縣
0023,國立雲林科技大學,日,專科,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,09 雲林縣
0023,國立雲林科技大學,修,博士,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,09 雲林縣
0023,國立雲林科技大學,修,碩士,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,09 雲林縣
0024,國立屏東科技大學,日,博士,105,24,94,37,51,30,0,0,0,0,0,0,0,0,0,0,13 屏東縣
0024,國立屏東科技大學,日,碩士,2,1,3,1,0,1,10,10,2,1,0,0,1,3,0,0,13 屏東縣
0024,國立屏東科技大學,日,學士,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,13 屏東縣
0024,國立屏東科技大學,日,其他,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13 屏東縣
0024,國立屏東科技大學,修,博士,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13 屏東縣
0024,國立屏東科技大學,修,碩士,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13 屏東縣
0025,國立臺北科技大學,日,博士,153,13,125,28,40,20,0,0,1,0,0,0,0,0,0,0,30 臺北市
0025,國立臺北科技大學,日,碩士,2,0,9,3,3,1,12,6,1,0,0,0,2,2,0,0,30 臺北市
0025,國立臺北科技大學,日,學士,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,30 臺北市
0025,國立臺北科技大學,修,博士,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市
0025,國立臺北科技大學,修,碩士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,30 臺北市
0025,國立臺北科技大學,修,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,30 臺北市
0026,國立高雄第一科技大學,日,博士,68,14,70,27,40,14,0,0,0,0,0,0,0,0,0,0,12 高雄市
0026,國立高雄第一科技大學,日,碩士,1,0,1,0,2,3,4,7,2,0,0,0,0,0,0,0,12 高雄市
0026,國立高雄第一科技大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12 高雄市
0026,國立高雄第一科技大學,修,博士,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市
0026,國立高雄第一科技大學,修,碩士,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12 高雄市
0027,國立高雄應用科技大學,日,博士,89,10,92,25,45,14,0,0,1,0,0,0,0,0,0,0,50 高雄市
0027,國立高雄應用科技大學,日,碩士,0,0,12,2,7,4,9,5,0,0,0,0,3,2,0,0,50 高雄市
0027,國立高雄應用科技大學,日,學士,5,0,1,2,0,0,0,0,0,0,0,0,2,1,0,0,50 高雄市
0027,國立高雄應用科技大學,修,博士,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50 高雄市
0027,國立高雄應用科技大學,修,碩士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,50 高雄市
0027,國立高雄應用科技大學,修,學士,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,50 高雄市
0028,國立臺北藝術大學,日,博士,9,11,15,18,7,11,0,0,0,0,1,1,0,0,0,0,30 臺北市
0028,國立臺北藝術大學,日,碩士,10,9,8,8,8,5,9,3,2,0,0,1,0,0,1,3,30 臺北市
0028,國立臺北藝術大學,日,學士,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,9,30 臺北市
0028,國立臺北藝術大學,日,專科,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,30 臺北市
0028,國立臺北藝術大學,日,其他,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,30 臺北市
0029,國立臺灣藝術大學,日,博士,16,10,14,21,9,5,0,0,0,0,3,0,0,0,0,0,01 新北市
0029,國立臺灣藝術大學,日,碩士,15,6,14,11,4,1,6,2,1,0,3,3,0,2,0,0,01 新北市
0029,國立臺灣藝術大學,日,學士,1,0,1,1,0,0,0,0,1,0,3,0,0,1,0,0,01 新北市
0029,國立臺灣藝術大學,日,其他,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,01 新北市
0030,國立臺東大學,日,博士,27,8,47,19,35,18,0,1,0,0,0,2,0,0,0,0,14 臺東縣
0030,國立臺東大學,日,碩士,1,2,2,0,3,1,4,4,0,0,3,3,3,0,0,0,14 臺東縣
0030,國立臺東大學,日,學士,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,14 臺東縣
0031,國立宜蘭大學,日,博士,74,10,52,12,17,5,0,0,0,0,10,4,0,0,0,0,02 宜蘭縣
0031,國立宜蘭大學,日,碩士,3,0,5,7,1,2,12,11,0,0,1,0,2,1,1,1,02 宜蘭縣
0031,國立宜蘭大學,日,學士,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,02 宜蘭縣
0032,國立聯合大學,日,博士,59,10,94,21,20,8,0,0,0,0,4,5,0,1,0,0,05 苗栗縣
0032,國立聯合大學,日,碩士,3,0,10,9,6,7,14,6,0,0,1,2,1,1,1,0,05 苗栗縣
0032,國立聯合大學,日,學士,0,0,0,1,4,0,2,1,0,0,0,0,0,0,0,0,05 苗栗縣
0032,國立聯合大學,日,專科,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,05 苗栗縣
0033,國立虎尾科技大學,日,博士,81,3,93,27,53,15,0,0,0,0,0,0,0,0,0,0,09 雲林縣
0033,國立虎尾科技大學,日,碩士,2,0,5,2,10,2,8,6,1,0,0,0,0,1,0,0,09 雲林縣
0033,國立虎尾科技大學,日,學士,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,09 雲林縣
0033,國立虎尾科技大學,修,博士,6,2,3,1,2,1,0,0,1,0,0,0,0,0,0,0,09 雲林縣
0034,國立高雄海洋科技大學,日,博士,41,5,75,24,25,10,0,0,0,0,0,0,0,0,0,0,50 高雄市
0034,國立高雄海洋科技大學,日,碩士,1,0,2,1,9,6,8,9,1,0,0,0,4,0,0,0,50 高雄市
0034,國立高雄海洋科技大學,日,學士,0,0,1,0,2,0,1,1,0,0,0,0,2,2,0,0,50 高雄市
0034,國立高雄海洋科技大學,修,博士,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50 高雄市
0035,國立臺南藝術大學,日,博士,11,5,6,8,9,16,0,0,1,0,3,2,0,0,0,0,11 臺南市
0035,國立臺南藝術大學,日,碩士,3,1,4,2,6,3,1,1,1,3,4,1,0,0,0,0,11 臺南市
0035,國立臺南藝術大學,日,學士,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11 臺南市
0035,國立臺南藝術大學,日,專科,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11 臺南市
0035,國立臺南藝術大學,日,其他,1,2,1,1,0,4,0,0,1,0,0,1,0,0,0,0,11 臺南市
0036,國立臺南大學,日,博士,62,33,51,34,16,22,0,0,0,0,0,1,0,0,0,0,21 臺南市
0036,國立臺南大學,日,碩士,2,2,4,4,0,2,0,1,0,0,0,0,1,1,0,0,21 臺南市
0036,國立臺南大學,日,學士,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,21 臺南市
0036,國立臺南大學,日,其他,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21 臺南市
0037,國立臺北教育大學,日,博士,58,40,28,30,16,26,2,1,0,0,1,0,0,0,0,0,30 臺北市
0037,國立臺北教育大學,日,碩士,6,0,2,1,0,1,3,2,0,0,0,0,1,2,0,1,30 臺北市
0037,國立臺北教育大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30 臺北市
0037,國立臺北教育大學,日,其他,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,30 臺北市
0038,國立清華大學南大校區(原：國立新竹教育大學),日,博士,27,23,26,43,12,21,0,0,0,0,1,1,0,0,0,0,18 新竹市
0038,國立清華大學南大校區(原：國立新竹教育大學),日,碩士,4,2,3,1,3,0,0,0,0,0,0,0,0,3,0,0,18 新竹市
